ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
4,Brazil,"DEN 1,2,3,4",2015,Out,9,1.553867199,0.118731087,0.074,5248,249,9,165.84,203657,401,337738
4,Brazil,"DEN 1,2,3,4",2015,Out,35,27.358349919,0.100014641,0.055,409221,826,35,734.46,203657,1496,1495781
4,Brazil,"DEN 1,2,3,4",2015,Out,40,30.541108928,0.100391389,0.055,465153,843,40,747.85,203657,1529,1523039
4,Brazil,"DEN 1,2,3,4",2015,Out,45,29.773259989,0.099147549,0.054,465153,849,45,767.13,203657,1549,1562318
4,Brazil,"DEN 1,2,3,4",2015,Out,47,29.302102317,0.098271493,0.054,465153,859,47,779.47,203657,1560,1587439
4,Brazil,"DEN 1,2,3,4",2015,Out,52,30.380204341,0.095148113,0.052,500972,863,52,809.70,203657,1569,1649008
4,Brazil,"DEN 1,2,3,4",2015,Out,39,30.653879307,0.100498472,0.055,465153,841,39,745.09,203657,1525,1517436
4,Brazil,"DEN 1,2,3,4",2015,Out,41,30.424806441,0.100336133,0.055,465153,846,41,750.70,203657,1534,1528861
4,Brazil,"DEN 1,2,3,4",2017,Out,29,33.458204752,0.056517238,0.031,133792,125,29,191.07,209288,226,399878
4,Brazil,"DEN 1,2,3,4",2017,Out,34,33.230851968,0.056634439,0.031,139649,132,34,200.79,209288,238,420239
4,Brazil,"DEN 1,2,3,4",2017,Out,39,32.654577481,0.057133824,0.030,144601,135,39,211.58,209288,253,442820
4,Brazil,"DEN 1,2,3,4",2017,Out,41,32.372882479,0.056739530,0.030,146632,136,41,216.42,209288,257,452947
4,Brazil,"DEN 1,2,3,4",2017,Out,46,31.741485534,0.055191676,0.030,151830,142,46,228.55,209288,264,478333
4,Brazil,"DEN 1,2,3,4",2017,Out,48,31.461543342,0.054845991,0.029,153734,142,48,233.48,209288,268,488641
4,Brazil,"DEN 1,2,3,4",2014,Out,3,33.945890761,0.136123873,0.102,5985,18,3,8.73,202034,24,17631
4,Brazil,"DEN 1,2,3,4",2014,Out,8,40.275726243,0.127195142,0.085,29448,62,8,36.19,202034,93,73116
4,Brazil,"DEN 1,2,3,4",2014,Out,10,40.576750018,0.137514029,0.088,40130,87,10,48.95,202034,136,98899
4,Brazil,"DEN 1,2,3,4",2017,Out,3,29.065493140,0.064716542,0.034,11228,13,3,18.46,209288,25,38630
4,Brazil,"DEN 1,2,3,4",2017,Out,8,30.879119048,0.050811315,0.027,37071,32,8,57.36,209288,61,120052
4,Brazil,"DEN 1,2,3,4",2017,Out,10,31.155507212,0.048272178,0.023,48406,36,10,74.24,209288,75,155369
4,Brazil,"DEN 1,2,3,4",2017,Out,15,32.128794640,0.048461548,0.026,79557,64,15,118.31,209288,120,247619
4,Brazil,"DEN 1,2,3,4",2017,Out,20,33.215305017,0.051281269,0.030,108815,97,20,156.53,209288,168,327605
4,Brazil,"DEN 1,2,3,4",2017,Out,22,33.370714742,0.053374973,0.030,117540,106,22,168.30,209288,188,352225
4,Brazil,"DEN 1,2,3,4",2017,Out,27,33.479348866,0.055523430,0.031,130846,121,27,186.74,209288,217,390826
4,Brazil,"DEN 1,2,3,4",2017,Out,1,27.404127329,0.041774584,0.025,3280,3,1,5.72,209288,5,11969
4,Brazil,"DEN 1,2,3,4",2014,Out,15,41.658339420,0.120091592,0.070,92966,157,15,110.46,202034,268,223163
4,Brazil,"DEN 1,2,3,4",2014,Out,17,41.691544968,0.117800298,0.071,123871,211,17,147.06,202034,350,297113
4,Brazil,"DEN 1,2,3,4",2014,Out,22,41.848533008,0.116810197,0.068,179847,293,22,212.72,202034,502,429757
4,Brazil,"DEN 1,2,3,4",2014,Out,27,41.498338607,0.119653630,0.073,199075,348,27,237.44,202034,574,479718
4,Brazil,"DEN 1,2,3,4",2014,Out,29,41.440163677,0.121453695,0.074,203356,361,29,242.89,202034,596,490722
4,Brazil,"DEN 1,2,3,4",2014,Out,34,40.970887468,0.123895607,0.074,209326,379,34,252.89,202034,633,510914
4,Brazil,"DEN 1,2,3,4",2014,Out,36,40.646213269,0.123930784,0.074,210888,384,36,256.81,202034,643,518838
4,Brazil,"DEN 1,2,3,4",2014,Out,41,39.539563683,0.123357459,0.074,214754,400,41,268.83,202034,670,543137
4,Brazil,"DEN 1,2,3,4",2014,Out,46,38.409453141,0.119800298,0.071,218337,406,46,281.36,202034,681,568446
4,Brazil,"DEN 1,2,3,4",2014,Out,48,37.919601511,0.118400591,0.070,219702,407,48,286.78,202034,686,579389
4,Brazil,"DEN 1,2,3,4",2017,Out,33,33.299694366,0.056465410,0.031,138588,130,33,198.86,209288,235,416184
4,Brazil,"DEN 1,2,3,4",2017,Out,35,33.151474588,0.056796489,0.031,140669,132,35,202.75,209288,241,424322
4,Brazil,"DEN 1,2,3,4",2017,Out,40,32.509824060,0.056934893,0.030,145605,135,40,214.00,209288,255,447880
4,Brazil,"DEN 1,2,3,4",2017,Out,42,32.235907928,0.056274497,0.030,147791,137,42,219.06,209288,258,458467
4,Brazil,"DEN 1,2,3,4",2017,Out,47,31.615381910,0.054619145,0.029,152812,142,47,230.95,209288,264,483347
4,Brazil,"DEN 1,2,3,4",2017,Out,52,30.909925797,0.054627612,0.029,156169,144,52,241.41,209288,276,505239
4,Brazil,"DEN 1,2,3,4",2014,Out,2,32.624179944,0.131208997,0.103,3481,11,2,5.28,202034,14,10670
4,Brazil,"DEN 1,2,3,4",2014,Out,4,35.354739473,0.138434916,0.096,9194,25,4,12.87,202034,36,26005
4,Brazil,"DEN 1,2,3,4",2014,Out,9,40.189510178,0.131181335,0.088,34313,75,9,42.26,202034,112,85378
4,Brazil,"DEN 1,2,3,4",2017,Out,2,27.880287116,0.068940346,0.041,6875,10,2,11.78,209288,17,24659
4,Brazil,"DEN 1,2,3,4",2017,Out,9,30.947362258,0.047573043,0.024,42284,33,9,65.28,209288,65,136632
4,Brazil,"DEN 1,2,3,4",2017,Out,14,32.021156190,0.047013756,0.024,73559,55,14,109.76,209288,108,229720
4,Brazil,"DEN 1,2,3,4",2017,Out,16,32.417725287,0.049366712,0.027,86024,72,16,126.79,209288,131,265361
4,Brazil,"DEN 1,2,3,4",2017,Out,21,33.294311430,0.052650156,0.031,113194,104,21,162.45,209288,179,339980
4,Brazil,"DEN 1,2,3,4",2017,Out,28,33.485232195,0.056109064,0.031,132487,124,28,189.05,209288,222,395658
4,Brazil,"DEN 1,2,3,4",2014,Out,18,41.885682002,0.117526564,0.070,138637,231,18,163.83,202034,389,330989
4,Brazil,"DEN 1,2,3,4",2014,Out,20,41.832840648,0.116132953,0.069,162457,268,20,192.22,202034,451,388348
4,Brazil,"DEN 1,2,3,4",2014,Out,25,41.555194372,0.117384518,0.071,193289,328,25,230.23,202034,546,465138
4,Brazil,"DEN 1,2,3,4",2014,Out,30,41.368697439,0.121898796,0.074,204979,367,30,245.25,202034,604,495493
4,Brazil,"DEN 1,2,3,4",2014,Out,32,41.204935113,0.122960670,0.074,207431,373,32,249.17,202034,619,503413
4,Brazil,"DEN 1,2,3,4",2014,Out,37,40.432112326,0.123979178,0.074,211652,386,37,259.10,202034,649,523475
4,Brazil,"DEN 1,2,3,4",2014,Out,39,40.008971084,0.123493168,0.073,213177,390,39,263.73,202034,658,532823
4,Brazil,"DEN 1,2,3,4",2014,Out,44,38.867662818,0.121323121,0.073,216887,405,44,276.20,202034,677,558014
4,Brazil,"DEN 1,2,3,4",2014,Out,49,37.667728677,0.117380130,0.070,220140,408,49,289.27,202034,686,584426
4,Brazil,"DEN 1,2,3,4",2014,Out,51,37.375841565,0.116446204,0.069,220507,409,51,292.02,202034,687,589972
4,Brazil,"DEN 1,2,3,4",2017,Out,30,33.415864260,0.056451154,0.031,134963,126,30,192.98,209288,228,403889
4,Brazil,"DEN 1,2,3,4",2017,Out,32,33.345624713,0.056281583,0.031,137455,129,32,196.96,209288,232,412213
4,Brazil,"DEN 1,2,3,4",2017,Out,37,32.926499823,0.057261470,0.031,142605,133,37,206.94,209288,248,433101
4,Brazil,"DEN 1,2,3,4",2017,Out,44,31.989581597,0.055767086,0.030,149717,141,44,223.62,209288,261,468018
4,Brazil,"DEN 1,2,3,4",2017,Out,49,31.316904674,0.054667711,0.029,154672,142,49,235.99,209288,270,493893
4,Brazil,"DEN 1,2,3,4",2017,Out,51,30.996085479,0.054870884,0.029,155910,144,51,240.34,209288,276,502999
4,Brazil,"DEN 1,2,3,4",2014,Out,1,31.072210066,0.109409190,0.109,1420,5,1,2.26,202034,5,4570
4,Brazil,"DEN 1,2,3,4",2014,Out,6,38.368593051,0.139748882,0.105,17846,49,6,23.02,202034,65,46512
4,Brazil,"DEN 1,2,3,4",2014,Out,11,40.839946516,0.128501224,0.080,47037,92,11,57.01,202034,148,115174
4,Brazil,"DEN 1,2,3,4",2014,Out,13,42.147544764,0.124647093,0.076,67627,122,13,79.42,202034,200,160453
4,Brazil,"DEN 1,2,3,4",2017,Out,4,29.470431500,0.061061357,0.030,15927,16,4,25.82,209288,33,54044
4,Brazil,"DEN 1,2,3,4",2017,Out,6,30.362658735,0.058345727,0.030,26540,26,6,41.77,209288,51,87410
4,Brazil,"DEN 1,2,3,4",2017,Out,11,31.415272376,0.048330303,0.024,54601,42,11,83.05,209288,84,173804
4,Brazil,"DEN 1,2,3,4",2017,Out,13,31.894937003,0.046471266,0.023,67261,48,13,100.76,209288,98,210883
4,Brazil,"DEN 1,2,3,4",2017,Out,18,32.918184785,0.049790912,0.029,97847,85,18,142.03,209288,148,297243
4,Brazil,"DEN 1,2,3,4",2017,Out,23,33.421181764,0.053480948,0.029,121234,107,23,173.32,209288,194,362746
4,Brazil,"DEN 1,2,3,4",2017,Out,25,33.464392396,0.054886480,0.030,126818,115,25,181.07,209288,208,378964
4,Brazil,"DEN 1,2,3,4",2014,Out,16,41.895040027,0.117443656,0.070,108801,181,16,128.54,202034,305,259699
4,Brazil,"DEN 1,2,3,4",2014,Out,21,41.825571327,0.116259838,0.069,171965,284,21,203.50,202034,478,411148
4,Brazil,"DEN 1,2,3,4",2014,Out,23,41.715314099,0.116078961,0.069,185435,305,23,220.02,202034,516,444525
4,Brazil,"DEN 1,2,3,4",2014,Out,28,41.494309911,0.121070112,0.073,201525,356,28,240.39,202034,588,485669
4,Brazil,"DEN 1,2,3,4",2014,Out,35,40.825098027,0.123966782,0.074,210108,382,35,254.74,202034,638,514654
4,Brazil,"DEN 1,2,3,4",2014,Out,40,39.767542564,0.123774107,0.074,213980,397,40,266.33,202034,666,538077
4,Brazil,"DEN 1,2,3,4",2014,Out,42,39.299093545,0.122927648,0.074,215473,403,42,271.39,202034,674,548290
4,Brazil,"DEN 1,2,3,4",2014,Out,47,38.165656256,0.119298698,0.071,219143,407,47,284.20,202034,685,574189
4,Brazil,"DEN 1,2,3,4",2017,Out,31,33.384376784,0.056351970,0.031,136258,128,31,195.02,209288,230,408149
4,Brazil,"DEN 1,2,3,4",2017,Out,36,33.054607269,0.056741497,0.031,141559,132,36,204.63,209288,243,428258
4,Brazil,"DEN 1,2,3,4",2017,Out,38,32.784142397,0.057521245,0.031,143627,135,38,209.33,209288,252,438099
4,Brazil,"DEN 1,2,3,4",2017,Out,43,32.111756873,0.056111515,0.030,148794,138,43,221.40,209288,260,463363
